asset_id,asset_type,worth
3730,car,87457
3731,car,27546
3732,car,77575
3733,car,96453
3734,house,269225
3735,car,61339
3736,car,45761
3737,house,505168
3738,car,84829
3739,car,96095
3740,car,74052
3741,car,74587
3742,car,61650
3743,car,86682
3744,car,48544
3745,house,428187
3746,car,11899
3747,house,899374
3748,house,176318
3749,car,50715
3750,car,81201
3751,car,53197
3752,car,91057
3753,car,31809
3754,house,904648
3755,car,51867
3756,car,26947
3757,car,30837
3758,car,21060
3759,house,1191949
3760,car,42268
3761,car,70388
3762,car,29277
3763,car,36463
3764,house,1491094
3765,car,45904
3766,house,1422484
3767,car,63471
3768,car,10946
3769,house,1314743
3770,car,73818
3771,car,16199
3772,car,54347
3773,car,26601
3774,car,14914
3775,car,90033
3776,car,38676
3777,car,52645
3778,car,77922
3779,car,35194
3780,car,36482
3781,house,358760
3782,car,33977
3783,car,99517
3784,car,33907
3785,car,49041
3786,house,727433
3787,car,90862
3788,car,32561
3789,car,46588
3790,car,71763
3791,car,17569
3792,car,91829
3793,car,72451
3794,car,19811
3795,car,42071
3796,car,70410
3797,car,22967
3798,car,50272
3799,car,87279
3800,car,21319
3801,house,753026
3802,car,70970
3803,car,95297
3804,car,78263
3805,car,67636
3806,car,73374
3807,car,90957
3808,house,348619
3809,car,95148
3810,car,36802
3811,car,95776
3812,house,1208460
3813,house,937462
3814,car,45281
3815,car,64573
3816,car,87774
3817,car,91928
3818,car,21989
3819,car,14909
3820,car,62332
3821,car,28411
3822,car,50352
3823,car,34114
3824,car,59855
3825,car,21081
3826,car,44454
3827,car,93075
3828,car,40117
3829,car,49773
3830,car,14631
3831,car,71620
3832,car,27210
3833,car,77264
3834,car,75789
3835,car,44873
3836,car,93521
3837,car,23424
3838,car,51006
3839,car,78513
3840,car,15547
3841,car,95067
3842,car,85789
3843,car,50499
3844,car,14774
3845,car,46161
3846,car,14379
3847,car,97871
3848,car,79279
3849,car,89328
3850,car,51323
3851,car,53504
3852,car,86409
3853,car,40173
3854,car,20802
3855,car,29432
3856,house,1081328
3857,car,25095
3858,car,38603
3859,car,51888
3860,car,39133
3861,car,21530
3862,car,56014
3863,car,83848
3864,car,72335
3865,car,61152
3866,car,25905
3867,car,76011
3868,car,40295
3869,car,24573
3870,car,94151
3871,house,240358
3872,car,43423
3873,car,93030
3874,house,262867
3875,car,30334
3876,car,77952
3877,car,18836
3878,house,1362921
3879,car,77866
3880,house,159593
3881,car,94108
3882,house,410895
3883,car,92071
3884,car,47901
3885,car,24452
3886,car,11765
3887,car,99009
3888,car,62923
3889,car,98764
3890,car,15218
3891,car,28614
3892,car,74294
3893,car,90109
3894,house,1362055
3895,car,26018
3896,car,59465
3897,house,1397944
3898,car,51969
3899,car,81483
3900,car,12757
3901,house,324588
3902,car,13790
3903,car,29148
3904,car,34225
3905,car,21292
3906,car,84914
3907,car,47581
3908,car,64137
3909,car,81736
3910,car,65631
3911,car,67786
3912,car,92500
3913,car,22243
3914,car,78726
3915,car,59729
3916,car,91342
3917,house,1342052
3918,car,98120
3919,car,86334
3920,house,757012
3921,car,10975
3922,car,62474
3923,house,110006
3924,car,83617
3925,car,81676
3926,house,368247
3927,car,84342
3928,car,70991
3929,car,26451
3930,car,53223
3931,house,379103
3932,car,39494
3933,car,40702
3934,car,85897
3935,car,26238
3936,car,67899
3937,car,66023
3938,car,13503
3939,car,73993
3940,car,82998
3941,car,91308
3942,car,12395
3943,car,42618
3944,car,85406
3945,car,22069
3946,car,96850
3947,car,92184
3948,house,529027
3949,car,46776
3950,car,35849
3951,house,405821
3952,car,97090
3953,car,55232
3954,car,21805
3955,house,1072394
3956,car,47060
3957,car,45950
3958,car,82725
3959,car,54968
3960,house,1456597
3961,car,90973
3962,car,81247
3963,car,68859
3964,car,29477
3965,car,70921
3966,car,16777
3967,car,75236
3968,house,238895
3969,car,48900
3970,car,46123
3971,house,518935
3972,car,94725
3973,car,19365
3974,car,76453
3975,car,47875
3976,car,14001
3977,car,96639
3978,car,86055
3979,house,1278211
3980,car,96962
3981,house,1212142
3982,car,32820
3983,house,1485819
3984,car,76663
3985,car,59554
3986,car,86089
3987,car,81399
3988,car,98052
3989,car,38713
3990,car,33063
3991,car,97331
3992,car,65738
3993,car,61134
3994,car,57587
3995,house,1150122
3996,house,451829
3997,car,72693
3998,car,80685
3999,car,62289
4000,car,75107
4001,car,24334
4002,car,93517
4003,car,59605
4004,car,42892
4005,car,65974
4006,house,1286702
4007,house,311106
4008,car,12161
4009,car,48503
4010,car,41609
4011,car,29436
4012,house,1479138
4013,car,17437
4014,car,95295
4015,car,76355
4016,car,46952
4017,car,65736
4018,car,30156
4019,car,90995
4020,car,46728
4021,house,332169
4022,car,61960
4023,car,83676
4024,car,57234
4025,car,38673
4026,car,19850
4027,car,54858
4028,house,690730
4029,car,14596
4030,car,30352
4031,car,93530
4032,car,75994
4033,car,44053
4034,car,99746
4035,car,43883
4036,car,31336
4037,house,1470953
4038,car,21533
4039,car,38935
4040,car,10949
4041,car,47836
4042,car,14232
4043,car,33275
4044,house,261072
4045,car,62598
4046,car,14792
4047,car,13513
4048,house,639444
4049,car,47788
4050,car,71746
4051,car,37060
4052,house,1082836
4053,car,49109
4054,car,70287
4055,house,691921
4056,car,26835
4057,car,73487
4058,car,89522
4059,car,70551
4060,car,87624
4061,house,371434
4062,car,10565
4063,car,73728
4064,car,86551
4065,car,84829
4066,car,93665
4067,car,57888
4068,car,97509
4069,car,47618
4070,car,63917
4071,car,13622
4072,car,64411
4073,car,14148
4074,car,63236
4075,car,66272
4076,house,1419834
4077,house,934506
4078,car,59652
4079,house,449362
4080,car,91207
4081,car,97355
4082,house,1047169
4083,car,50265
4084,car,14721
4085,house,647764
4086,car,72773
4087,car,95987
4088,car,50777
4089,car,20601
4090,car,32529
4091,car,18512
4092,car,82668
4093,car,85666
4094,car,44281
4095,car,33022
4096,car,10179
4097,car,97198
4098,car,60521
4099,car,91778
4100,car,25050
4101,car,10190
4102,car,21219
4103,house,431226
4104,car,40377
4105,car,70334
4106,house,1382268
4107,car,90103
4108,car,24787
4109,car,97666
4110,car,77792
4111,car,57439
4112,house,1247648
4113,car,58645
4114,car,27930
4115,car,81547
4116,house,246729
4117,car,26885
4118,car,53729
4119,car,27053
4120,car,96058
4121,car,54316
4122,car,55686
4123,car,36335
4124,car,86874
4125,car,83088
4126,car,40684
4127,car,20560
4128,car,49189
4129,car,43251
4130,house,199176
4131,car,69244
4132,house,775902
4133,car,81802
4134,car,78420
4135,car,86393
4136,car,41749
4137,house,1095108
4138,car,61053
4139,car,53828
4140,house,913882
4141,house,602867
4142,house,1421129
4143,car,22553
4144,house,314560
4145,car,95055
4146,car,24119
4147,car,89062
4148,car,39080
4149,car,19340
4150,house,1149142
4151,car,57765
4152,house,145685
4153,car,29776
4154,car,62309
4155,car,90850
4156,car,65107
4157,car,44864
4158,car,92121
4159,car,98378
4160,car,80337
4161,car,11414
4162,house,624666
4163,car,32671
4164,car,36407
4165,car,76696
4166,car,73072
4167,car,20323
4168,car,46389
4169,car,65086
4170,car,30385
4171,car,96223
4172,house,348824
4173,car,90852
4174,car,15405
4175,car,92219
4176,car,20339
4177,car,79080
4178,car,63120
4179,car,83271
4180,car,54243
4181,car,93200
4182,car,14796
4183,car,26571
4184,car,67548
4185,car,92239
4186,car,36576
4187,house,606431
4188,car,56040
4189,car,74113
4190,car,81713
4191,car,24816
4192,car,39080
4193,house,365256
4194,car,56217
4195,house,1179914
4196,car,87357
4197,car,28746
4198,car,29056
4199,car,52761
4200,car,64098
4201,car,85290
4202,house,1469948
4203,car,91696
4204,car,59679
4205,car,77194
4206,car,95760
4207,car,95004
4208,car,91310
4209,car,45077
4210,car,67020
4211,house,135725
4212,car,48238
4213,car,98815
4214,car,35409
4215,car,33017
4216,car,42302
4217,car,53764
4218,car,27096
4219,car,87498
4220,car,45634
4221,car,69114
4222,car,91081
4223,car,99357
4224,car,63020
4225,car,21535
4226,car,45872
4227,car,11972
4228,car,60218
4229,car,15830
4230,car,84138
4231,car,69812
4232,car,27590
4233,car,82100
4234,car,53606
4235,car,36471
4236,house,264484
4237,car,62724
4238,car,81375
4239,car,61023
4240,car,31532
4241,car,64361
4242,car,52104
4243,car,11831
4244,car,60334
4245,car,64502
4246,house,117121
4247,car,38092
4248,car,79864
4249,car,26849
4250,car,94904
4251,car,96360
4252,car,38494
4253,car,83651
4254,car,38099
4255,house,1200683
4256,car,44370
4257,car,26538
4258,house,1188255
4259,car,17223
4260,car,37987
4261,car,83821
4262,car,87679
4263,car,34726
4264,car,36068
4265,house,233274
4266,car,23150
4267,car,15920
4268,car,24397
4269,car,21120
4270,car,71676
4271,car,60189
4272,car,25225
4273,car,89090
4274,car,86265
4275,car,68150
4276,house,1446836
4277,house,158521
4278,car,55329
4279,car,77912
4280,car,15435
4281,car,48090
4282,car,12328
4283,car,62567
4284,car,30099
4285,car,50451
4286,car,40295
4287,car,81146
4288,car,53400
4289,car,69869
4290,car,89589
4291,car,36281
4292,car,43853
4293,car,93502
4294,car,77637
4295,car,76570
4296,car,72811
4297,car,24278
4298,car,80506
4299,car,39076
4300,car,87269
4301,car,23550
4302,car,62930
4303,car,82627
4304,car,36931
4305,car,20277
4306,car,44130
4307,car,97724
4308,house,1183154
4309,car,19322
4310,house,153544
4311,car,21929
4312,car,18333
4313,car,44784
4314,car,49071
4315,house,1164492
4316,car,46169
4317,car,66198
4318,house,1463954
4319,house,609648
4320,car,95004
4321,car,63653
4322,car,20507
4323,car,88562
4324,car,24023
4325,car,44584
4326,house,500958
4327,car,46026
4328,house,276896
4329,car,69094
4330,car,57393
4331,car,97598
4332,house,550092
4333,car,49304
4334,car,43744
4335,car,11774
4336,car,84813
4337,car,72115
4338,car,54312
4339,car,50315
4340,car,71503
4341,car,77317
4342,car,39164
4343,car,77995
4344,car,45498
4345,car,54368
4346,car,88079
4347,car,87991
4348,car,31555
4349,house,1248432
4350,car,13640
4351,car,26336
4352,car,84804
4353,car,58024
4354,car,83319
4355,car,36939
4356,car,14781
4357,car,99524
4358,car,75870
4359,car,36040
4360,house,1234801
4361,car,49542
4362,car,40993
4363,car,68658
4364,car,47589
4365,car,10530
4366,car,27351
4367,car,77731
4368,car,90497
4369,car,20257
4370,car,68367
4371,car,13907
4372,car,34418
4373,car,52319
4374,car,14978
4375,car,11162
4376,car,55382
4377,car,70122
4378,car,70522
4379,car,52903
4380,house,416767
4381,house,458046
4382,car,52669
4383,car,64654
4384,car,87548
4385,house,838757
4386,car,31538
4387,car,14807
4388,car,63710
4389,car,85452
4390,car,35091
4391,car,30629
4392,car,30367
4393,house,684599
4394,car,61371
4395,house,1198270
4396,car,71138
4397,house,1257128
4398,car,88036
4399,car,81503
4400,car,12677
4401,car,39190
4402,house,693156
4403,car,85952
4404,car,89597
4405,car,47188
4406,car,64765
4407,car,95573
4408,car,14815
4409,car,88047
4410,car,70575
4411,car,72293
4412,house,907259
4413,car,68833
4414,car,75871
4415,car,77114
4416,car,35924
4417,car,82693
4418,car,70266
4419,car,52668
4420,car,38897
4421,car,20971
4422,car,60841
4423,car,41751
4424,car,44070
4425,house,532307
4426,car,70428
4427,car,30971
4428,car,11069
4429,house,1448429
4430,car,51875
4431,house,1364910
4432,car,63707
4433,car,66314
4434,car,10535
4435,house,916815
4436,car,52396
4437,car,35231
4438,car,50014
4439,car,76306
4440,car,92891
4441,car,43064
4442,car,52068
4443,car,68422
4444,car,83970
4445,house,196585
4446,car,75653
4447,car,53775
4448,car,37061
4449,house,1175613
4450,car,71059
4451,house,1300877
4452,house,1257331
4453,car,16372
4454,car,78362
4455,car,66177
4456,car,82009
4457,car,49960
4458,car,42947
4459,car,74124
4460,car,44827
4461,car,86019
4462,house,642431
4463,car,95449
4464,car,15963
4465,car,74734
4466,car,26455
4467,car,59046
4468,car,66213
4469,car,40757
4470,car,79644
4471,car,21577
4472,house,1263087
4473,car,80752
4474,car,96327
4475,car,28548
4476,car,63650
4477,car,86314
4478,car,61786
4479,house,954347
4480,car,37706
4481,car,61094
4482,car,83393
4483,car,97307
4484,car,29638
4485,car,68253
4486,car,33470
4487,car,28114
4488,car,49642
4489,car,24442
4490,car,71091
4491,car,76084
4492,house,1047568
4493,car,32203
4494,car,11716
4495,car,12236
4496,car,68514
4497,house,755558
4498,car,37063
4499,car,57304
4500,car,93829
4501,car,47202
4502,car,13620
4503,house,223040
4504,car,53804
4505,car,17087
4506,car,44324
4507,house,706054
4508,car,28708
4509,house,1125781
4510,car,45143
4511,house,641542
4512,car,67079
4513,car,18199
4514,car,81163
4515,car,80060
4516,car,39601
4517,car,33187
4518,car,38151
4519,car,70908
4520,car,73948
4521,car,86965
4522,house,1012102
4523,car,58312
4524,car,94749
4525,house,132211
4526,car,85523
4527,car,92440
4528,car,32997
4529,car,48887
4530,house,1223366
4531,car,15273
4532,house,431206
4533,car,37281
4534,car,89794
4535,car,60746
4536,car,23745
4537,car,38545
4538,car,45180
4539,car,80877
4540,car,57638
4541,car,84338
4542,car,83444
4543,car,85636
4544,house,789545
4545,car,16080
4546,car,16415
4547,car,68594
4548,car,49174
4549,house,1209816
4550,car,23037
4551,car,50691
4552,car,13198
4553,car,89038
4554,car,46524
4555,car,77223
4556,car,66910
4557,car,44971
4558,car,44447
4559,car,20437
4560,car,33639
4561,car,40523
4562,car,20678
4563,car,78306
4564,car,64634
4565,car,73415
4566,house,503640
4567,car,24615
4568,car,48736
4569,car,67839
4570,car,41580
4571,car,39838
4572,car,93530
4573,house,1318881
4574,car,19393
4575,car,13777
4576,car,71605
4577,car,29061
4578,car,75602
4579,car,59155
4580,car,61600
4581,car,88715
4582,car,60158
4583,car,87358
4584,car,90588
4585,house,1460995
4586,car,28866
4587,car,40266
4588,car,67008
4589,car,48323
4590,house,1245465
4591,car,47817
4592,car,46364
4593,car,32370
4594,car,27821
4595,car,70060
4596,car,84068
4597,car,74056
4598,car,30802
4599,car,61866
4600,house,714911
4601,car,70658
4602,car,99797
4603,house,548216
4604,car,55483
4605,car,33293
4606,car,76401
4607,house,777820
4608,car,47505
4609,car,87800
4610,car,49849
4611,car,76383
4612,house,679857
4613,car,85382
4614,car,15406
4615,car,90765
4616,car,61453
4617,house,1478950
4618,car,61137
4619,car,71257
4620,car,44320
4621,house,211640
4622,car,89130
4623,car,66827
4624,car,48078
4625,car,18604
4626,car,90372
4627,car,58731
4628,car,69381
4629,car,84959
4630,car,93945
4631,car,95509
4632,house,1280762
4633,car,32783
4634,car,23447
4635,car,25825
4636,car,26486
4637,car,13545
4638,car,49128
4639,house,431064
4640,car,20827
4641,car,97618
4642,car,66297
4643,car,18928
4644,car,96370
4645,car,41419
4646,car,38630
4647,car,52906
4648,car,42584
4649,car,76625
4650,car,22381
4651,car,94346
4652,car,11537
4653,car,96549
4654,car,13709
4655,car,48846
4656,car,30971
4657,car,11999
4658,car,86154
4659,car,36946
4660,car,84628
4661,car,71017
4662,car,52958
4663,car,30188
4664,car,38045
4665,car,11455
4666,car,28876
4667,car,19510
4668,house,814206
4669,car,42418
4670,car,90690
4671,car,58001
4672,car,15142
4673,house,736167
4674,house,862094
4675,house,115688
4676,car,38990
4677,car,64291
4678,car,77694
4679,car,12736
4680,car,53921
4681,car,29772
4682,car,22358
4683,car,82973
4684,car,44568
4685,car,93916
4686,car,74648
4687,car,22486
4688,car,44338
4689,car,64887
4690,house,218346
4691,car,79407
4692,car,75785
4693,house,1471070
4694,car,69087
4695,car,88512
4696,car,27549
4697,car,41499
4698,car,13976
4699,car,79833
4700,car,46716
4701,house,677020
4702,car,20856
4703,car,53288
4704,house,1032133
4705,car,43314
4706,car,42891
4707,house,1290344
4708,car,49351
4709,car,36725
4710,car,58761
4711,car,46994
4712,car,74450
4713,car,28117
4714,car,99764
4715,car,35258
4716,house,546372
4717,car,78835
4718,car,67594
4719,car,72310
4720,car,39774
4721,car,27546
4722,car,67904
4723,car,55655
4724,car,12247
4725,car,32710
4726,house,133066
4727,car,28324
4728,car,53694
4729,house,915547
4730,car,26480
4731,car,98973
4732,car,98222
4733,house,1279527
4734,car,52935
4735,house,1445354
4736,car,16223
4737,car,70727
4738,car,42351
4739,car,55058
4740,car,24244
4741,house,603225
4742,car,85444
4743,car,95282
4744,car,27501
4745,car,80257
4746,car,92322
4747,car,80601
4748,car,66063
4749,car,55409
4750,car,15660
4751,house,1097920
4752,car,24938
4753,car,98494
4754,car,97332
4755,car,47958
4756,car,67177
4757,house,828676
4758,car,55150
4759,car,27564
4760,car,58197
4761,car,50340
4762,house,762077
4763,car,11197
4764,house,623226
4765,car,21068
4766,car,97888
4767,car,48058
4768,car,47436
4769,house,957770
4770,car,37306
4771,car,83997
4772,car,42910
4773,car,94562
4774,car,55117
4775,house,830906
4776,house,1413231
4777,car,66580
4778,car,19334
4779,car,50932
4780,car,48029
4781,house,1473320
4782,car,70511
4783,car,35196
4784,car,25055
4785,car,88939
4786,car,32094
4787,car,45504
4788,car,59227
4789,car,58763
4790,car,22932
4791,car,85652
4792,house,882325
4793,car,32618
4794,car,96260
4795,car,98676
4796,house,470632
4797,car,41250
4798,car,79560
4799,house,913392
4800,car,70128
4801,car,68705
4802,house,914132
4803,car,96009
4804,house,289334
4805,car,50443
4806,house,471399
4807,car,35819
4808,car,90008
4809,car,30433
4810,car,57414
4811,car,78814
4812,car,92394
4813,car,65095
4814,car,48265
4815,car,81203
4816,car,14568
4817,car,28526
4818,car,79055
4819,car,73823
4820,car,32915
4821,car,66054
4822,car,97008
4823,house,301049
4824,car,86746
4825,car,39798
4826,car,33539
4827,car,12688
4828,car,46976
4829,car,12545
4830,car,18324
4831,house,953117
4832,car,68397
4833,car,31907
4834,house,764096
4835,car,57747
4836,car,81943
4837,car,24532
4838,car,84107
4839,car,65167
4840,car,21509
4841,car,63597
4842,car,28867
4843,car,13712
4844,car,21502
4845,car,47172
4846,car,78712
4847,car,24548
4848,car,84242
4849,car,64887
4850,car,49096
4851,car,53076
4852,car,45179
4853,car,51197
4854,car,53048
4855,car,67051
4856,car,81088
4857,car,65973
4858,car,30324
4859,car,34750
4860,house,1314517
4861,car,75281
4862,car,87627
4863,house,1451220
4864,house,113911
4865,car,82951
4866,car,15984
4867,car,72263
4868,car,28254
4869,car,89150
4870,car,80443
4871,house,1009801
4872,car,32044
4873,car,69843
4874,car,34819
4875,car,98529
4876,car,68584
4877,car,41918
4878,car,11329
4879,car,95280
4880,car,26539
4881,car,83029
4882,car,94647
4883,house,863964
4884,house,491820
4885,car,13740
4886,house,1409334
4887,car,93980
4888,house,1452308
4889,car,58639
4890,house,655065
4891,car,57009
4892,car,61826
4893,car,57666
4894,car,99498
4895,car,15512
4896,car,51668
4897,car,65084
4898,car,65424
4899,car,63134
4900,car,88787
4901,car,22092
4902,car,76388
4903,car,27236
4904,car,59279
4905,house,364585
4906,car,59336
4907,car,35418
4908,car,81284
4909,house,820378
4910,car,11386
4911,car,52674
4912,car,17478
4913,car,75208
4914,car,20366
4915,car,92846
4916,car,31023
4917,car,10485
4918,car,19110
4919,car,62802
4920,car,69368
4921,car,29835
4922,car,82063
4923,car,57360
4924,car,78217
4925,car,16997
4926,car,57939
4927,car,84224
4928,car,70110
4929,car,33443
4930,car,97185
4931,car,67341
4932,car,55919
4933,car,22326
4934,car,65959
4935,car,77603
4936,car,89400
4937,car,75465
4938,car,36990
4939,house,659306
4940,house,224596
4941,car,85525
4942,car,72818
4943,car,82426
4944,car,52398
4945,car,59463
4946,car,77527
4947,car,76498
4948,car,57833
4949,house,1403785
4950,car,30439
4951,car,80854
4952,car,51998
4953,car,74427
4954,car,85277
4955,car,41743
4956,car,53996
4957,car,13801
4958,car,19855
4959,house,1084529
4960,car,91103
4961,car,52772
4962,car,97655
4963,car,33566
4964,car,89259
4965,house,1341763
4966,car,99506
4967,car,85567
4968,car,64688
4969,car,29635
4970,house,536827
4971,car,29148
4972,house,954461
4973,car,14351
4974,car,74806
4975,car,96439
4976,car,65986
4977,car,79935
4978,car,73729
4979,car,86130
4980,house,1458023
4981,car,12657
4982,car,28549
4983,house,1486628
4984,car,63101
4985,car,72723
4986,car,96916
4987,car,65514
4988,car,95457
4989,car,53178
4990,car,29697
4991,car,38127
4992,car,63481
4993,car,79446
4994,car,67648
4995,car,45953
4996,car,10474
4997,car,85610
4998,car,78479
4999,house,779924
5000,car,96770
5001,car,74729
5002,house,875521
5003,car,38127
5004,car,30729
5005,car,83950
5006,car,56948
5007,car,60134
5008,car,65479
5009,car,11740
5010,car,96748
5011,car,76804
5012,car,78252
5013,car,75486
5014,car,71760
5015,car,91035
5016,car,12594
5017,car,55859
5018,car,92055
5019,house,827893
5020,car,43973
5021,car,27760
5022,car,45556
5023,car,15947
5024,car,54852
5025,car,84935
5026,car,50485
5027,car,82595
5028,house,853354
5029,car,49936
5030,car,55728
5031,car,16512
5032,car,63433
5033,car,53445
5034,car,47092
5035,house,414558
5036,house,1189897
5037,car,90075
5038,car,61973
5039,car,52910
5040,car,47185
5041,car,39871
5042,car,71759
5043,house,540368
5044,car,73017
5045,car,72998
5046,car,60174
5047,car,93808
5048,house,1384238
5049,car,74032
5050,car,58260
5051,house,1424863
5052,car,67939
5053,car,23626
5054,car,45924
5055,house,778209
5056,car,90030
5057,car,75883
5058,car,51176
5059,car,88931
5060,car,77578
5061,car,68408
5062,car,13173
5063,car,86313
5064,car,74740
5065,car,19723
5066,car,89422
5067,car,80927
5068,car,50348
5069,house,146048
5070,house,768877
5071,car,48205
5072,car,57178
5073,car,29902
5074,car,69721
5075,car,75398
5076,house,408000
5077,car,85217
5078,car,83547
5079,car,49921
5080,car,32176
5081,car,21469
5082,car,93249
5083,car,95064
5084,car,74402
5085,car,59904
5086,car,61558
5087,car,56940
5088,car,30107
5089,car,51417
5090,car,32812
5091,car,30900
5092,house,313408
5093,car,11196
5094,house,1313607
5095,car,12382
5096,car,10501
5097,car,58622
5098,house,473034
5099,car,61658
5100,car,91539
5101,car,48181
5102,car,78459
5103,car,77010
5104,car,97646
5105,car,80514
5106,car,56572
5107,car,24986
5108,car,83594
5109,car,24273
5110,car,44716
5111,car,10621
5112,car,85268
5113,car,41319
5114,car,93166
5115,car,23416
5116,car,78245
5117,car,29359
5118,car,26308
5119,house,272117
5120,car,35680
5121,house,1481278
5122,car,72996
5123,car,46850
5124,car,48328
5125,car,60438
5126,car,23254
5127,car,75230
5128,house,1285164
5129,car,29496
5130,car,21696
5131,car,25164
5132,car,54710
5133,car,70965
5134,car,46848
5135,house,702743
5136,car,51871
5137,car,67733
5138,car,79373
5139,car,85395
5140,car,62166
5141,car,52536
5142,car,45010
5143,car,60476
5144,car,78663
5145,car,87184
5146,car,24442
5147,car,61811
5148,car,67424
5149,car,71162
5150,car,91608
5151,house,1424386
5152,car,89289
5153,car,41988
5154,car,42804
5155,car,61910
5156,car,17162
5157,car,89440
5158,car,23266
5159,car,83096
5160,car,62414
5161,car,30964
5162,car,25805
5163,car,99519
5164,house,276238
5165,car,53269
5166,car,10531
5167,car,42687
5168,car,28987
5169,car,22171
5170,car,91545
5171,car,39453
5172,car,97430
5173,house,935191
5174,house,302304
5175,car,17952
5176,car,83006
5177,car,55096
5178,car,94853
5179,car,11932
5180,car,49365
5181,car,78914
5182,car,82153
5183,car,60369
5184,car,75717
5185,car,87150
5186,car,43057
5187,car,65544
5188,car,58407
5189,car,30638
5190,car,76453
5191,car,54418
5192,house,1188869
5193,car,53390
5194,car,84972
5195,car,12553
5196,car,61097
5197,car,61805
5198,car,57960
5199,car,14536
5200,car,79998
5201,house,259608
5202,car,33173
5203,car,83789
5204,house,1453741
5205,car,94858
5206,car,71502
5207,car,74479
5208,car,40013
5209,car,88558
5210,car,90609
5211,car,71889
5212,car,61560
5213,car,86631
5214,car,21218
5215,house,1342632
5216,car,89308
5217,car,77655
5218,car,48932
5219,car,87761
5220,car,48740
5221,car,39323
5222,car,24477
5223,car,24593
5224,car,94393
5225,car,99928
5226,car,99387
5227,car,16952
5228,car,83350
5229,house,179064
5230,car,83950
5231,car,50440
5232,car,59358
5233,car,78238
5234,car,75025
5235,car,50952
5236,car,67150
5237,car,32811
5238,car,97919
5239,car,17527
5240,car,11824
5241,car,64767
5242,car,98284
5243,car,53640
5244,house,1233821
5245,car,67126
5246,house,292061
5247,car,53369
5248,car,56713
5249,car,44917
5250,car,26654
5251,car,14003
5252,car,88143
5253,car,85337
5254,car,88672
5255,car,94212
5256,house,462767
5257,car,74202
5258,house,448135
5259,car,98381
5260,car,50719
5261,car,75816
5262,car,99254
5263,car,36209
5264,car,21974
5265,car,61383
5266,car,96956
5267,car,98333
5268,car,47697
5269,car,63844
5270,car,76009
5271,car,65601
5272,car,89754
5273,car,32340
5274,car,31330
5275,car,22301
5276,car,88320
5277,car,40477
5278,car,33657
5279,car,78560
5280,car,64686
5281,car,21701
5282,car,88840
5283,car,94787
5284,car,18837
5285,car,45550
5286,car,40034
5287,car,49129
5288,car,31755
5289,car,21714
5290,car,66502
5291,house,614160
5292,house,502757
5293,car,76615
5294,car,12106
5295,car,24521
5296,car,54457
5297,car,70448
5298,car,89546
5299,car,57861
5300,car,35965
5301,car,81577
5302,car,67077
5303,car,77555
5304,car,19091
5305,car,21287
5306,car,40362
5307,car,87882
5308,car,92503
5309,car,35180
5310,car,72924
5311,car,18127
5312,car,92537
5313,house,849035
5314,car,79625
5315,car,78768
5316,car,29020
5317,car,21740
5318,house,514723
5319,car,21324
5320,car,84392
5321,house,749358
5322,car,82501
5323,house,201022
5324,house,288367
5325,car,47540
5326,car,59221
5327,house,1025979
5328,car,76920
5329,car,13139
5330,car,42255
5331,house,148783
5332,car,40156
5333,car,24196
5334,car,63984
5335,car,46464
5336,car,95686
5337,car,49207
5338,car,89853
5339,car,68076
5340,car,90991
5341,car,98030
5342,car,25343
5343,car,75990
5344,car,19199
5345,car,31215
5346,car,24518
5347,car,49375
5348,car,76694
5349,car,62113
5350,car,17990
5351,car,48417
5352,car,56297
5353,car,26359
5354,car,56193
5355,house,293952
5356,car,96268
5357,car,78555
5358,car,38018
5359,car,44321
5360,car,70086
5361,house,392779
5362,car,80877
5363,car,29395
5364,car,94292
5365,car,20880
5366,car,31130
5367,car,28085
5368,car,65394
5369,house,256432
5370,car,89317
5371,car,61315
5372,car,11368
5373,car,65302
5374,house,754170
5375,car,27515
5376,car,14810
5377,car,19380
5378,house,197423
5379,house,1377824
5380,car,21824
5381,car,94429
5382,car,14144
5383,car,42121
5384,car,13563
5385,car,46744
5386,car,67364
5387,car,88558
5388,car,45760
5389,car,91517
5390,car,18468
5391,car,70980
5392,car,51900
5393,car,84221
5394,car,22592
5395,car,87391
5396,car,96804
5397,car,96864
5398,house,723556
5399,car,21301
5400,car,68473
5401,car,51850
5402,car,54031
5403,car,80977
5404,car,53759
5405,house,446257
5406,house,794848
5407,car,72202
5408,car,30668
5409,car,56865
5410,car,33156
5411,car,36089
5412,car,87473
5413,car,62908
5414,car,26499
5415,car,76064
5416,car,90672
5417,car,21587
5418,car,61599
5419,car,49359
5420,house,894583
5421,car,14087
5422,car,87643
5423,house,465661
5424,car,65343
5425,car,93664
5426,car,50216
5427,house,311914
5428,car,42610
5429,car,87757
5430,car,52395
5431,car,43111
5432,car,57153
5433,house,734973
5434,car,91033
5435,car,16731
5436,car,24928
5437,car,26155
5438,car,48355
5439,car,91525
5440,car,35399
5441,car,76291
5442,car,54375
5443,car,43087
5444,car,55873
5445,car,50639
5446,car,93781
5447,car,61623
5448,car,66343
5449,car,98138
5450,car,21185
5451,house,391913
5452,car,93011
5453,house,801699
5454,car,69300
5455,car,23653
5456,car,83166
5457,car,35665
5458,house,1088712
5459,car,18894
5460,car,33239
5461,car,13662
5462,car,48815
5463,car,99857
5464,car,47676
5465,car,86113
5466,car,62288
