loan_id,user_id,reason,loan_amount,balance_paid,date_created
3433,13158,Technology Purchase,59075,2376,2011-03-21
3433,13158,Home Renovation,43362,37897,2021-04-04
3434,13162,Home Purchase,45240,42267,2024-04-24
3435,13164,Home Renovation,192187,13491,2022-07-26
3435,13164,Legal Fees,51790,34952,2020-09-14
3435,13164,Personal Projects,192058,147319,2020-04-21
3436,13167,Home Purchase,38032,4155,2015-02-22
3436,13167,Technology Purchase,133822,92154,2024-01-08
3436,13167,Home Purchase,169216,150835,2017-02-20
3437,13170,Special Occasions,177608,166750,2010-08-19
3438,13174,Home Renovation,13189,2316,2014-12-02
3439,13179,Other,5747,3427,2016-11-10
3440,13186,Conservation Projects,131297,83136,2015-04-28
3441,13200,Business Expansion,152252,103104,2022-04-21
3441,13200,Business Expansion,82406,36239,2023-10-02
3441,13200,Education Expenses,177221,34119,2018-07-10
3442,13202,Credit Score Improvement,120711,99079,2018-08-24
3442,13202,Renewable Energy Installations,15207,11492,2020-02-05
3443,13215,Business Expansion,38998,10434,2012-05-01
3443,13215,Adoption Costs,124595,45890,2010-06-08
3444,13231,Appliance Purchase,146563,73237,2020-09-28
3444,13231,Home Purchase,81524,20305,2019-07-25
3444,13231,Adoption Costs,194662,140296,2010-07-10
3445,13233,Adoption Costs,42880,37324,2020-10-03
3445,13233,Debt Consolidation,161167,104783,2013-03-19
3446,13237,Adoption Costs,167142,70428,2013-11-19
3446,13237,Moving Expenses,129425,14112,2023-06-24
3446,13237,Education Expenses,74841,58962,2021-12-29
3447,13238,Investment Opportunities,33017,8081,2017-03-04
3447,13238,Emergency Expenses,56464,18375,2018-07-01
3448,13241,Legal Settlements,101905,101642,2013-06-13
3448,13241,Renewable Energy Installations,114623,10095,2018-11-06
3449,13245,Legal Fees,129785,26743,2014-10-19
3449,13245,Conservation Projects,52419,26316,2022-09-07
3450,13247,Adoption Costs,15294,7414,2010-05-16
3451,13250,Debt Consolidation,154773,98965,2015-04-09
3452,13253,Business Startup,138476,66784,2018-08-21
3452,13253,Credit Score Improvement,151805,119256,2012-03-19
3452,13253,Legal Fees,41256,32817,2016-01-24
3453,13254,Renewable Energy Installations,128693,79066,2022-09-28
3454,13258,Funeral Costs,5952,1061,2017-09-10
3454,13258,Vehicle Purchase,102310,99750,2015-01-22
3454,13258,Conservation Projects,182603,180090,2021-07-24
3455,13266,Technology Purchase,146992,29748,2010-09-04
3456,13269,Funeral Costs,126370,36567,2023-11-12
3456,13269,Holiday Shopping,10608,7376,2012-07-05
3456,13269,Medical Expenses,75946,43804,2022-05-18
3457,13273,Seasonal Expenses,174984,111794,2014-10-12
3457,13273,Business Startup,65608,31354,2022-06-07
3457,13273,Renewable Energy Installations,66172,20249,2021-04-14
3458,13278,Legal Fees,105418,28986,2014-02-28
3459,13279,Credit Score Improvement,6094,3623,2023-02-19
3460,13284,Conservation Projects,83871,71777,2012-06-01
3461,13299,Personal Projects,163268,109349,2014-09-17
3462,13300,Business Startup,163948,82598,2013-08-31
3463,13303,Vehicle Purchase,52637,29714,2015-11-29
3463,13303,Emergency Expenses,123224,112048,2023-07-22
3463,13303,Renewable Energy Installations,105626,11982,2011-10-27
3464,13308,Credit Score Improvement,10507,8306,2023-04-29
3464,13308,Vehicle Purchase,153558,56781,2014-04-07
3464,13308,Large Purchases,42125,41666,2015-08-05
3465,13311,Travel and Vacation,137615,9645,2018-08-14
3466,13316,Wedding Costs,133027,92250,2018-01-20
3467,13317,Home Renovation,104870,79275,2019-10-14
3468,13319,Lifestyle Changes,4177,2027,2015-02-03
3468,13319,Insurance Premiums,91459,13951,2018-05-14
3469,13324,Other,42618,8119,2011-02-18
3469,13324,Appliance Purchase,75188,40518,2010-08-29
3470,13326,Conservation Projects,44294,39622,2013-04-15
3471,13327,Medical Expenses,188635,71721,2017-07-31
3471,13327,Home Purchase,121956,72558,2020-01-30
3471,13327,Debt Consolidation,191901,179447,2014-07-31
3472,13333,Lifestyle Changes,47308,33844,2023-11-25
3472,13333,Technology Purchase,13190,12550,2020-03-02
3473,13338,Debt Consolidation,178643,126683,2016-08-31
3473,13338,Investment Opportunities,60570,5657,2013-12-05
3473,13338,Home Renovation,102873,53680,2012-02-24
3474,13342,Conservation Projects,157737,151830,2010-04-17
3475,13343,Personal Projects,62900,19332,2017-07-04
3475,13343,Vehicle Purchase,135988,111857,2023-12-18
3475,13343,Wedding Costs,193145,172805,2016-10-07
3476,13347,Holiday Shopping,109334,94261,2019-03-19
3477,13349,Emergency Expenses,13238,688,2013-08-04
3478,13355,Renewable Energy Installations,18682,2544,2017-05-27
3478,13355,Holiday Shopping,192208,58425,2023-10-15
3479,13356,Seasonal Expenses,138282,77059,2012-11-08
3479,13356,Home Purchase,112398,64334,2021-02-23
3479,13356,Personal Projects,100385,93578,2013-07-19
3480,13365,Charitable Contributions,119731,5862,2010-09-24
3480,13365,Debt Consolidation,56631,49663,2016-08-30
3481,13366,Vehicle Purchase,183653,124698,2017-08-08
3481,13366,Appliance Purchase,73739,41034,2019-03-25
3481,13366,Technology Purchase,12451,5214,2022-03-23
3482,13367,Lifestyle Changes,36168,30647,2013-04-14
3482,13367,Home Purchase,126760,26740,2017-06-29
3482,13367,Debt Consolidation,145471,3506,2019-01-19
3483,13370,Investment Opportunities,17016,1393,2024-06-20
3483,13370,Adoption Costs,36625,12835,2019-09-11
3484,13373,Legal Fees,14186,5087,2011-08-04
3484,13373,Credit Score Improvement,73779,53369,2015-10-09
3485,13377,Business Startup,32649,19802,2013-12-17
3485,13377,Emergency Expenses,190479,137015,2013-02-16
3485,13377,Legal Settlements,171610,16497,2016-07-21
3486,13383,Holiday Shopping,170401,122821,2023-08-13
3487,13385,Legal Settlements,79759,33981,2019-07-13
3487,13385,Vehicle Purchase,191151,73941,2018-03-07
3488,13386,Personal Projects,15931,4988,2010-03-11
3489,13392,Charitable Contributions,144106,138695,2016-02-18
3489,13392,Technology Purchase,161562,48895,2024-06-18
3490,13393,Personal Projects,46433,13055,2018-08-28
3490,13393,Moving Expenses,11750,9242,2014-07-08
3490,13393,Personal Projects,100304,15272,2011-10-10
3491,13394,Special Occasions,19427,2723,2023-05-17
3491,13394,Insurance Premiums,5927,3628,2023-05-08
3491,13394,Credit Score Improvement,19959,1533,2016-08-10
3492,13400,Large Purchases,168112,103063,2022-05-29
3492,13400,Renewable Energy Installations,173506,36870,2012-01-10
3492,13400,Legal Fees,106039,5086,2010-08-01
3493,13403,Investment Opportunities,188955,18429,2022-02-08
3494,13412,Legal Fees,26514,6015,2021-05-15
3494,13412,Renewable Energy Installations,142912,49354,2019-07-17
3494,13412,Insurance Premiums,4887,2881,2011-12-03
3495,13413,Appliance Purchase,84509,69480,2011-07-28
3496,13415,Business Startup,156464,91631,2022-05-29
3496,13415,Charitable Contributions,91938,1538,2013-08-28
3497,13417,Wedding Costs,161351,128168,2010-11-10
3497,13417,Lifestyle Changes,21250,9984,2022-06-04
3498,13420,Personal Projects,179897,72325,2022-01-13
3498,13420,Adoption Costs,59259,6746,2014-10-06
3499,13423,Large Purchases,34939,651,2011-12-23
3499,13423,Emergency Expenses,126314,32002,2018-09-26
3500,13427,Personal Projects,74070,27104,2022-06-17
3501,13435,Holiday Shopping,112416,81302,2022-01-25
3502,13441,Debt Consolidation,63035,17321,2019-05-09
3503,13447,Holiday Shopping,31770,22847,2012-12-28
3503,13447,Credit Score Improvement,124456,100245,2017-05-14
3503,13447,Special Occasions,52899,47434,2023-08-31
3504,13450,Home Renovation,85829,63497,2014-08-18
3504,13450,Moving Expenses,110762,4867,2022-10-03
3505,13452,Legal Settlements,50519,15833,2012-05-24
3505,13452,Other,136018,26015,2023-07-17
3505,13452,Moving Expenses,113616,53229,2020-12-27
3506,13459,Medical Expenses,196575,69400,2020-03-20
3507,13461,Special Occasions,103763,70509,2013-05-15
3507,13461,Moving Expenses,25249,3465,2017-04-29
3508,13464,Insurance Premiums,115006,9543,2015-04-12
3508,13464,Holiday Shopping,19400,4752,2017-03-23
3508,13464,Funeral Costs,104875,88808,2013-03-05
3509,13477,Large Purchases,199884,151188,2015-03-18
3509,13477,Wedding Costs,197616,8241,2016-07-16
3510,13483,Business Startup,109533,45790,2011-06-09
3511,13489,Credit Score Improvement,113449,45797,2018-10-08
3511,13489,Emergency Expenses,26183,3631,2011-07-06
3511,13489,Adoption Costs,148384,25139,2019-11-12
3512,13490,Home Renovation,121314,116452,2021-12-18
3513,13491,Personal Projects,81691,18614,2018-08-10
3514,13492,Medical Expenses,173841,150209,2017-11-20
3514,13492,Conservation Projects,123281,27468,2013-12-19
3514,13492,Business Expansion,194600,177514,2017-07-25
3515,13499,Large Purchases,63844,27801,2016-08-24
3515,13499,Investment Opportunities,84319,53056,2012-07-24
3515,13499,Home Purchase,106194,7312,2020-11-03
3516,13503,Large Purchases,162555,36263,2018-06-25
3517,13507,Personal Projects,66580,51087,2015-03-20
3518,13508,Travel and Vacation,106565,98237,2010-03-08
3518,13508,Vehicle Purchase,130840,54317,2018-07-16
3519,13513,Wedding Costs,173063,105053,2021-01-15
3519,13513,Holiday Shopping,110060,77902,2018-10-17
3520,13523,Investment Opportunities,93291,30466,2024-05-27
3520,13523,Charitable Contributions,174263,135290,2024-07-04
3520,13523,Insurance Premiums,81908,41583,2011-08-30
3521,13526,Adoption Costs,167020,150270,2017-02-20
3522,13527,Personal Projects,26333,14194,2010-12-15
3523,13529,Insurance Premiums,39965,3799,2012-11-09
3523,13529,Credit Score Improvement,82859,183,2015-09-02
3523,13529,Charitable Contributions,18538,6132,2016-08-01
3524,13530,Legal Fees,108817,66201,2020-10-06
3525,13536,Legal Fees,114218,58539,2019-06-19
3526,13538,Appliance Purchase,187983,82754,2023-04-11
3526,13538,Special Occasions,93647,10816,2011-11-10
3527,13539,Funeral Costs,131845,30441,2022-10-30
3527,13539,Emergency Expenses,75142,6712,2023-10-14
3527,13539,Home Renovation,88922,60171,2021-05-14
3528,13540,Adoption Costs,187213,89125,2015-01-07
3529,13545,Technology Purchase,81667,63992,2012-06-27
3529,13545,Appliance Purchase,146668,66423,2012-03-22
3530,13546,Credit Score Improvement,14632,4447,2017-07-12
3530,13546,Business Startup,156590,154249,2012-03-13
3530,13546,Conservation Projects,61925,60593,2012-08-14
3531,13548,Lifestyle Changes,89375,72366,2017-03-10
3531,13548,Legal Settlements,107049,58612,2016-12-12
3531,13548,Moving Expenses,42293,18789,2017-04-27
3532,13549,Business Startup,126588,47325,2021-12-02
3533,13552,Technology Purchase,138769,92068,2019-05-16
3533,13552,Renewable Energy Installations,7239,1129,2018-11-28
3534,13554,Lifestyle Changes,38994,7282,2013-03-31
3534,13554,Moving Expenses,60076,46867,2020-05-07
3534,13554,Business Startup,67377,34923,2012-09-04
3535,13555,Vehicle Purchase,72711,60096,2016-12-20
3535,13555,Legal Fees,76634,33082,2022-11-05
3536,13560,Home Purchase,84346,7883,2023-09-14
3536,13560,Credit Score Improvement,85100,71593,2011-10-01
3536,13560,Other,57087,17092,2016-12-20
3537,13562,Investment Opportunities,42241,24450,2024-01-02
3538,13563,Credit Score Improvement,57006,4716,2022-10-06
3539,13566,Education Expenses,13464,2813,2023-11-27
3539,13566,Conservation Projects,198613,141489,2023-01-03
3540,13567,Insurance Premiums,76759,46109,2022-11-14
3540,13567,Lifestyle Changes,31380,1648,2020-05-14
3541,13568,Travel and Vacation,70908,6255,2015-09-01
3542,13570,Medical Expenses,191357,180549,2018-03-17
3543,13575,Investment Opportunities,135402,11634,2010-04-03
3543,13575,Appliance Purchase,135304,9397,2014-10-20
3543,13575,Wedding Costs,63839,7732,2013-10-11
3544,13577,Special Occasions,120393,36390,2022-08-27
3544,13577,Personal Projects,69681,43342,2013-04-07
3545,13578,Large Purchases,54022,33927,2014-11-26
3545,13578,Home Renovation,171985,111153,2023-05-07
3545,13578,Funeral Costs,8804,7637,2024-05-31
3546,13579,Vehicle Purchase,109825,37041,2018-08-18
3546,13579,Legal Fees,184114,1483,2014-10-14
3547,13582,Travel and Vacation,161679,4410,2012-03-05
3547,13582,Business Expansion,121280,15607,2011-12-23
3548,13588,Travel and Vacation,82346,60185,2017-04-20
3548,13588,Technology Purchase,45134,21186,2024-06-05
3549,13591,Insurance Premiums,124363,101158,2018-09-22
3550,13592,Appliance Purchase,22848,18229,2022-09-17
3550,13592,Lifestyle Changes,84334,62868,2010-01-02
3551,13594,Travel and Vacation,111941,21838,2012-03-11
3551,13594,Adoption Costs,132810,53066,2020-05-13
3552,13595,Home Renovation,97067,96542,2013-02-12
3552,13595,Insurance Premiums,163895,150340,2018-11-10
3553,13609,Home Renovation,72442,13171,2021-10-24
3553,13609,Business Startup,52119,30931,2010-08-04
3554,13620,Investment Opportunities,186610,46590,2016-10-12
3554,13620,Large Purchases,161307,37188,2012-11-18
3554,13620,Business Expansion,46609,17449,2013-10-16
3555,13621,Funeral Costs,77903,65679,2010-01-06
3555,13621,Appliance Purchase,34565,18254,2022-06-03
3555,13621,Moving Expenses,21370,15645,2011-11-03
3556,13622,Adoption Costs,159142,64226,2019-09-07
3556,13622,Conservation Projects,182880,147605,2018-04-30
3557,13623,Technology Purchase,16878,12366,2010-03-16
3557,13623,Personal Projects,30918,563,2010-03-29
3558,13627,Renewable Energy Installations,8927,1150,2010-10-27
3559,13632,Medical Expenses,115699,289,2015-08-05
3559,13632,Conservation Projects,116615,67947,2014-12-23
3560,13641,Appliance Purchase,53484,34687,2020-06-28
3560,13641,Large Purchases,39748,16076,2016-03-19
3560,13641,Emergency Expenses,107868,49906,2010-09-06
3561,13642,Debt Consolidation,186377,49477,2024-04-29
3561,13642,Medical Expenses,154423,16887,2021-02-09
3562,13646,Charitable Contributions,24349,21965,2010-11-30
3563,13649,Adoption Costs,110020,89191,2014-02-26
3563,13649,Special Occasions,153117,8575,2013-06-11
3563,13649,Business Startup,93385,60907,2014-11-14
3564,13650,Renewable Energy Installations,86140,12879,2020-06-12
3564,13650,Large Purchases,149184,149038,2017-02-28
3564,13650,Other,64035,37147,2023-10-09
3565,13653,Credit Score Improvement,91206,40657,2016-02-20
3565,13653,Special Occasions,128953,112444,2024-04-29
3565,13653,Appliance Purchase,182897,128812,2013-11-02
3566,13655,Education Expenses,10243,7686,2015-06-05
3567,13660,Lifestyle Changes,167872,7255,2022-10-24
3568,13663,Business Startup,169620,21213,2011-07-02
3568,13663,Debt Consolidation,14914,387,2018-05-30
3568,13663,Business Expansion,160316,36399,2022-02-03
3569,13669,Large Purchases,104959,94363,2020-07-14
3569,13669,Insurance Premiums,168049,145520,2018-03-29
3569,13669,Renewable Energy Installations,101949,28447,2017-10-23
3570,13671,Adoption Costs,122549,63000,2022-12-09
3571,13677,Large Purchases,93614,32319,2016-08-20
3571,13677,Education Expenses,47753,23865,2012-05-18
3572,13682,Medical Expenses,28980,18686,2021-02-12
3573,13690,Conservation Projects,30312,11978,2018-04-11
3573,13690,Moving Expenses,156649,58913,2013-08-18
3574,13694,Business Expansion,55858,1182,2021-09-04
3575,13695,Business Startup,150515,145030,2023-12-23
3576,13697,Debt Consolidation,74725,27337,2014-12-04
3577,13700,Business Startup,88837,17558,2011-08-19
3577,13700,Home Purchase,144818,68090,2010-08-22
3578,13702,Seasonal Expenses,19332,16090,2010-03-28
3578,13702,Emergency Expenses,198830,193843,2014-06-24
3579,13703,Charitable Contributions,172334,82198,2018-06-25
3579,13703,Seasonal Expenses,56569,37111,2010-10-21
3579,13703,Investment Opportunities,22718,7761,2012-08-12
3580,13705,Home Purchase,130958,124739,2012-12-25
3581,13708,Education Expenses,35822,16810,2013-03-09
3582,13709,Vehicle Purchase,22341,15407,2021-03-07
3582,13709,Business Startup,173607,56407,2010-05-20
3582,13709,Insurance Premiums,178594,137174,2013-09-22
3583,13714,Wedding Costs,53382,2496,2013-07-01
3583,13714,Medical Expenses,57389,12737,2010-07-24
3583,13714,Insurance Premiums,75688,4774,2012-02-08
3584,13716,Other,134703,12276,2011-10-12
3585,13718,Education Expenses,68512,5442,2022-02-08
3586,13732,Large Purchases,38516,16410,2018-06-18
3586,13732,Charitable Contributions,41937,31878,2020-04-16
3586,13732,Vehicle Purchase,161495,29149,2012-08-09
3587,13733,Renewable Energy Installations,30503,15823,2021-05-09
3588,13735,Lifestyle Changes,98187,36241,2015-12-31
3588,13735,Credit Score Improvement,52360,10736,2019-11-04
3589,13736,Seasonal Expenses,119502,92853,2015-04-08
3590,13737,Adoption Costs,45828,36227,2019-02-05
3591,13739,Charitable Contributions,158905,108113,2023-04-12
3592,13740,Renewable Energy Installations,114603,72085,2022-03-29
3593,13742,Funeral Costs,149743,26503,2017-05-19
3593,13742,Personal Projects,9133,7052,2021-06-26
3594,13743,Credit Score Improvement,135876,104019,2011-01-31
3594,13743,Large Purchases,31888,6192,2015-02-23
3594,13743,Credit Score Improvement,118624,47722,2018-10-19
3595,13745,Personal Projects,153955,150258,2024-02-02
3596,13747,Vehicle Purchase,175255,67963,2013-01-04
3597,13750,Other,36867,16609,2018-01-17
3598,13751,Emergency Expenses,121934,28799,2013-12-05
3598,13751,Special Occasions,130068,46929,2021-01-20
3598,13751,Business Expansion,167043,72236,2014-09-21
3599,13752,Lifestyle Changes,193592,89089,2016-04-14
3599,13752,Special Occasions,66733,28368,2010-05-15
3600,13753,Medical Expenses,41353,35973,2022-08-05
3601,13755,Wedding Costs,92548,554,2016-12-16
3601,13755,Seasonal Expenses,23231,20384,2015-06-05
3601,13755,Conservation Projects,32058,23047,2019-11-22
3602,13756,Emergency Expenses,111176,57382,2023-07-26
3602,13756,Investment Opportunities,114331,106640,2010-04-02
3603,13759,Home Renovation,147281,146870,2017-05-18
3603,13759,Moving Expenses,159606,70363,2022-11-15
3604,13764,Moving Expenses,136683,68001,2017-04-02
3604,13764,Home Renovation,160629,22343,2018-11-05
3605,13765,Holiday Shopping,1087,410,2022-01-01
3606,13768,Appliance Purchase,161921,148642,2019-06-30
3606,13768,Debt Consolidation,102706,16710,2020-07-28
3606,13768,Lifestyle Changes,132472,87624,2014-11-11
3607,13770,Medical Expenses,135209,85274,2012-12-11
3607,13770,Wedding Costs,190203,106321,2020-01-14
3608,13772,Conservation Projects,17314,5428,2024-06-20
3608,13772,Business Expansion,67303,58169,2020-07-13
3608,13772,Wedding Costs,143893,96918,2014-09-14
3609,13773,Legal Settlements,73793,496,2014-06-03
3609,13773,Conservation Projects,54100,8492,2022-04-10
3609,13773,Vehicle Purchase,42286,24879,2014-01-17
3610,13777,Wedding Costs,79006,18424,2021-04-17
3611,13779,Technology Purchase,169112,153782,2010-12-03
3612,13784,Emergency Expenses,77877,4337,2013-12-29
3613,13788,Renewable Energy Installations,151284,121042,2020-01-04
3614,13789,Renewable Energy Installations,152016,17646,2014-01-31
3615,13795,Investment Opportunities,182855,161039,2015-05-19
3616,13797,Home Renovation,63928,36534,2020-04-14
3617,13804,Lifestyle Changes,108311,39353,2017-05-24
3618,13814,Large Purchases,36975,33397,2020-07-03
3618,13814,Medical Expenses,128055,26707,2010-01-29
3618,13814,Moving Expenses,40521,33273,2019-06-21
3619,13819,Adoption Costs,61013,12979,2014-03-24
3619,13819,Adoption Costs,114935,4172,2013-05-30
3619,13819,Personal Projects,154103,53462,2011-01-02
3620,13820,Special Occasions,148111,40353,2012-10-22
3620,13820,Technology Purchase,88621,909,2012-09-28
3620,13820,Large Purchases,78401,31632,2022-12-03
3621,13823,Emergency Expenses,17434,8404,2024-06-11
3621,13823,Business Expansion,62220,29146,2023-02-11
3622,13825,Wedding Costs,172574,155513,2014-05-03
3622,13825,Debt Consolidation,51271,3147,2017-09-18
3622,13825,Holiday Shopping,100793,40949,2015-05-29
3623,13827,Travel and Vacation,51546,15435,2023-02-07
3623,13827,Conservation Projects,194421,174926,2022-07-13
3623,13827,Renewable Energy Installations,82063,2037,2013-01-11
3624,13830,Legal Fees,92854,76981,2012-02-11
3624,13830,Debt Consolidation,197480,20914,2014-04-21
3624,13830,Personal Projects,166712,146629,2018-11-23
3625,13838,Business Startup,38271,25184,2017-10-23
3626,13839,Other,129512,102281,2016-09-19
3627,13841,Investment Opportunities,11830,5472,2016-04-02
3628,13847,Legal Settlements,28942,2527,2012-06-11
3628,13847,Education Expenses,62894,50438,2010-08-17
3628,13847,Appliance Purchase,191256,2302,2016-03-18
3629,13857,Medical Expenses,123499,73637,2018-06-26
3630,13859,Insurance Premiums,182031,44363,2012-03-29
3631,13866,Education Expenses,186752,103836,2024-04-01
3631,13866,Large Purchases,150830,143577,2022-10-02
3631,13866,Funeral Costs,36000,14349,2012-09-07
3632,13869,Legal Fees,195273,170112,2017-04-11
3633,13870,Legal Settlements,146010,36059,2010-02-18
3633,13870,Appliance Purchase,55916,6678,2020-04-03
3633,13870,Travel and Vacation,142961,66262,2022-10-19
3634,13875,Home Renovation,80679,67700,2019-06-11
3635,13889,Moving Expenses,15379,13689,2018-04-26
3636,13895,Insurance Premiums,127006,49409,2012-10-09
3636,13895,Home Renovation,136610,52390,2017-11-04
3636,13895,Debt Consolidation,135043,49193,2020-07-23
3637,13897,Legal Fees,3877,2005,2011-01-17
3637,13897,Special Occasions,14273,8092,2022-01-17
3638,13900,Funeral Costs,20235,8028,2018-03-20
3638,13900,Medical Expenses,66349,28691,2024-06-15
3639,13907,Home Renovation,160562,153909,2016-04-17
3639,13907,Debt Consolidation,75539,32975,2010-10-06
3640,13909,Home Renovation,160410,79425,2019-03-20
3640,13909,Large Purchases,9542,6048,2012-11-02
3640,13909,Other,180233,180139,2015-01-27
3641,13911,Home Renovation,97796,72437,2016-10-13
3641,13911,Lifestyle Changes,115576,12575,2015-07-01
3642,13917,Business Expansion,166926,164273,2023-10-20
3643,13918,Emergency Expenses,46808,17721,2017-12-06
3644,13920,Conservation Projects,6144,4890,2017-02-11
3644,13920,Special Occasions,113106,89196,2018-10-12
3644,13920,Business Startup,152463,109765,2010-11-15
3645,13922,Moving Expenses,157934,125954,2019-10-23
3645,13922,Business Expansion,5214,338,2021-01-06
3645,13922,Moving Expenses,20198,3030,2020-03-29
3646,13925,Medical Expenses,95846,84174,2024-03-03
3646,13925,Legal Fees,143971,14039,2014-08-28
3646,13925,Other,129286,24735,2010-03-22
3647,13927,Charitable Contributions,198146,135897,2016-08-23
3647,13927,Home Purchase,143187,27070,2021-12-14
3648,13929,Investment Opportunities,63301,13220,2016-06-01
3648,13929,Seasonal Expenses,82307,29250,2012-08-10
3648,13929,Emergency Expenses,130330,48085,2017-03-17
3649,13931,Funeral Costs,143208,7420,2017-03-01
3649,13931,Special Occasions,114370,88185,2016-10-02
3649,13931,Debt Consolidation,84306,60774,2021-03-02
3650,13936,Seasonal Expenses,16545,2824,2016-04-14
3650,13936,Renewable Energy Installations,114876,105511,2016-05-10
3651,13937,Special Occasions,136530,102757,2014-02-06
3652,13944,Moving Expenses,147017,40337,2013-03-21
3652,13944,Insurance Premiums,76912,65646,2022-09-13
3652,13944,Home Renovation,42809,31655,2018-04-25
3653,13945,Travel and Vacation,184365,8286,2019-10-17
3653,13945,Holiday Shopping,115244,16259,2021-10-14
3653,13945,Conservation Projects,141627,61217,2015-08-21
3654,13946,Education Expenses,179486,179371,2011-04-18
3655,13965,Conservation Projects,18647,13429,2012-05-31
3655,13965,Wedding Costs,160264,37463,2023-08-10
3656,13969,Insurance Premiums,49206,21479,2018-04-10
3656,13969,Adoption Costs,102399,21224,2020-07-12
3656,13969,Vehicle Purchase,56675,14849,2011-03-31
3657,13970,Wedding Costs,26170,10023,2016-07-26
3657,13970,Wedding Costs,179935,169757,2016-03-08
3657,13970,Emergency Expenses,58875,43282,2022-08-17
3658,13979,Other,153380,148669,2013-02-07
3658,13979,Wedding Costs,55119,11663,2023-03-17
3659,13984,Wedding Costs,150821,136405,2019-08-08
3660,13991,Business Expansion,150733,149949,2019-11-26
3660,13991,Technology Purchase,99848,58378,2010-05-20
3661,13994,Home Purchase,37148,1446,2023-01-05
3661,13994,Conservation Projects,34867,13664,2011-11-26
3661,13994,Emergency Expenses,59437,28977,2014-12-30
3662,13996,Moving Expenses,157637,95440,2014-01-18
3662,13996,Wedding Costs,5365,4773,2013-10-06
3662,13996,Emergency Expenses,39033,36922,2023-05-31
3663,13998,Home Purchase,97145,87042,2016-04-28
3664,14001,Business Expansion,187751,27839,2023-10-14
3664,14001,Moving Expenses,75487,46593,2020-06-22
3664,14001,Credit Score Improvement,83909,63055,2022-12-27
3665,14004,Seasonal Expenses,122639,43984,2021-12-31
3665,14004,Seasonal Expenses,181497,82317,2015-02-17
3666,14007,Charitable Contributions,68927,30013,2019-06-26
3667,14009,Moving Expenses,66449,64180,2010-12-04
3667,14009,Business Expansion,186142,74741,2017-07-11
3668,14010,Holiday Shopping,159994,98922,2010-04-15
3668,14010,Legal Fees,152795,12513,2022-02-27
3669,14020,Seasonal Expenses,150357,105553,2024-03-23
3669,14020,Education Expenses,52205,22206,2021-09-11
3669,14020,Legal Settlements,19036,9847,2015-12-05
3670,14021,Adoption Costs,67766,16422,2020-12-04
3670,14021,Other,150391,94153,2017-05-02
3670,14021,Education Expenses,63717,62863,2018-11-28
3671,14028,Vehicle Purchase,172158,79894,2021-02-16
3671,14028,Business Startup,155919,87312,2018-10-14
3671,14028,Medical Expenses,161014,43653,2015-07-17
3672,14029,Credit Score Improvement,120568,44261,2022-04-14
3672,14029,Emergency Expenses,54836,40160,2020-10-07
3672,14029,Wedding Costs,78784,31383,2014-04-07
3673,14030,Appliance Purchase,163011,15251,2014-08-11
3674,14032,Technology Purchase,76857,21105,2017-12-22
3674,14032,Holiday Shopping,185241,63478,2017-07-31
3675,14033,Education Expenses,80739,51443,2023-05-22
3676,14035,Seasonal Expenses,44858,13326,2016-07-19
3676,14035,Appliance Purchase,160082,84660,2020-05-09
3677,14049,Charitable Contributions,80681,50109,2022-10-20
3677,14049,Credit Score Improvement,180999,1747,2016-10-24
3677,14049,Travel and Vacation,53348,7489,2015-07-11
3678,14055,Renewable Energy Installations,154974,103043,2015-06-19
3678,14055,Moving Expenses,124621,95132,2022-10-10
3679,14056,Debt Consolidation,190345,102894,2010-06-21
3679,14056,Debt Consolidation,56010,33528,2015-08-24
3679,14056,Legal Fees,161448,113835,2021-07-02
3680,14066,Lifestyle Changes,123748,12141,2012-04-09
3681,14073,Charitable Contributions,32689,5437,2016-09-23
3682,14074,Adoption Costs,161593,136022,2018-06-16
3682,14074,Education Expenses,139261,76235,2023-08-08
3682,14074,Moving Expenses,110064,89562,2020-06-01
3683,14076,Charitable Contributions,91124,4276,2017-10-13
3684,14084,Home Renovation,38670,5822,2022-07-10
3684,14084,Personal Projects,168486,131815,2020-11-06
3685,14086,Business Expansion,14691,1546,2010-10-18
3685,14086,Education Expenses,162489,67732,2015-06-01
3685,14086,Moving Expenses,182559,62111,2013-01-06
3686,14090,Wedding Costs,74509,59833,2022-10-14
3687,14092,Travel and Vacation,2278,65,2010-01-18
3687,14092,Conservation Projects,8801,4603,2012-10-29
3688,14093,Renewable Energy Installations,21978,20118,2020-10-28
3688,14093,Investment Opportunities,104375,82436,2019-12-09
3689,14095,Holiday Shopping,130755,37693,2023-07-07
3689,14095,Personal Projects,139088,95216,2010-06-15
3690,14100,Appliance Purchase,65236,16581,2011-11-13
3690,14100,Legal Fees,9428,2507,2013-07-24
3690,14100,Home Purchase,176814,98799,2020-07-19
3691,14101,Home Purchase,191756,150725,2016-01-27
3692,14104,Legal Settlements,84198,73020,2023-08-08
3692,14104,Travel and Vacation,156037,19164,2010-09-30
3693,14111,Home Renovation,134470,92993,2023-07-10
3693,14111,Vehicle Purchase,183674,101254,2020-02-23
3694,14112,Charitable Contributions,117964,84779,2010-06-12
3695,14114,Conservation Projects,182469,6126,2023-06-20
3696,14122,Travel and Vacation,87951,68614,2018-03-18
3696,14122,Insurance Premiums,196807,64084,2013-06-05
